"","KLCODE","DATE","source","REGIO","SUBREGIO","AGE","SEX","PM","MASS","BILL","WING","TOTHD","TARS","TATO","MONTH","jdate","SS"
"1872","Y1BWRR",2001-05-23,"RIN","WW","tex7",2,"m","n",304,81.9,218,999,999,93,5,143,"Lap"
"1875","Y1BWWB",2001-05-23,"RIN","WW","tex7",3,"f","n",330,102.2,218,999,999,98,5,143,"Lap"
"2207","Y1RYRY",2002-05-15,"RIN","WW","tex8",4,"m","n",247,82.7,210,999,999,88,5,135,"Lap"
"2240","R8WBYB",2010-05-25,"RIN","WW","tex8",2,"f","n",295,82.5,215,999,999,92,5,145,"Lap"
"2322","R3BBBY",2009-05-11,"RIN","WW","tex8",3,"f","n",355,103.7,223,999,999,95,5,131,"Lap"
"2350","R2WBBB",2009-05-08,"RIN","WW","tex8",3,"f","n",360,98.5,232,999,999,95,5,128,"Lap"
"2355","R2WBBY",2009-05-08,"RIN","WW","tex8",3,"f","n",315,96.8,233,999,999,90,5,128,"Lap"
"2456","R4WWBW",2010-05-13,"RIN","WW","tex8",NA,"m","n",292,74.5,213,999,999,86,5,133,"Lap"
"2459","R4WWBB",2010-05-13,"RIN","WW","tex8",NA,"m","n",300,75.1,215,999,999,88,5,133,"Lap"
"2555","Y7WBYY",2005-05-14,"RIN","WW","tex8",3,"m","n",272,73,212,999,999,89,5,134,"Lap"
"2578","Y7WYYR",2005-05-15,"RIN","WW","tex8",3,"f","n",365,103.5,231,999,999,97,5,135,"Lap"
"2649","L2LYBB",2013-05-08,"RIN","WW","tex8",4,"f","o",294,97.6,230,999,999,96,5,128,"Lap"
"2750","Y8YRRY",2005-05-21,"RIN","WW","tex8",3,"m","n",257,73.2,212,999,999,89,5,141,"Lap"
"2773","Y8YWWY",2005-05-19,"RIN","WW","tex8",3,"f","n",388,93.1,223,999,999,92,5,139,"Lap"
"3145","Y5YRYY",2003-05-28,"RIN","OW","nlee",4,"m","n",316,78.5,208,999,999,89,5,148,"Lap"
"3162","Y5YYWB",2003-05-27,"RIN","OW","nlee",4,"m","n",368,71.2,217,999,999,86,5,147,"Lap"
"3232","R1RBRB",2006-05-16,"RIN","WW","ter5",3,"f","n",382,109.2,238,999,999,99,5,136,"Lap"
"3248","R1RRRR",2006-05-15,"RIN","WW","ter5",3,"m","n",330,75.1,217,999,999,89,5,135,"Lap"
"3253","R1RRBB",2006-05-15,"RIN","WW","ter5",2,"f","n",357,105,230,999,999,114,5,135,"Lap"
"3335","Y3RYYR",2003-05-15,"RIN","WW","ter5",3,"m","n",335,72.4,210,999,999,86,5,135,"Lap"
"3337","Y4YRRB",2003-05-21,"RIN","WW","ter5",3,"f","n",462,92.3,229,999,999,99,5,141,"Lap"
"3345","Y3RYWY",2003-05-15,"RIN","WW","ter5",3,"f","n",438,100.4,232,999,999,100,5,135,"Lap"
"3385","R1BBRR",2006-05-17,"RIN","WW","ter5",3,"m","n",287,82.7,215,999,999,92,5,137,"Lap"
"3397","R1BBRB",2006-05-17,"RIN","WW","ter5",2,"m","n",280,77,204,999,999,89,5,137,"Lap"
"3411","R1BBWY",2006-05-17,"RIN","WW","ter5",3,"f","n",329,97.2,217,999,999,94,5,137,"Lap"
"3412","R1BBWW",2006-05-17,"RIN","WW","ter5",2,"f","n",343,94.1,213,999,999,94,5,137,"Lap"
"3423","R1YYWR",2006-05-11,"RIN","WW","ter5",2,"f","n",320,97.3,226,999,999,97,5,131,"Lap"
"3585","R1RWBR",2006-05-17,"RIN","WW","ter5",2,"m","n",316,86.2,214,999,999,91,5,137,"Lap"
"3605","R1RYBB",2006-05-16,"RIN","WW","ter5",2,"f","n",329,103.4,220,999,999,97,5,136,"Lap"
"3608","R1RWYR",2006-05-16,"RIN","WW","ter5",2,"f","n",345,111.3,220,999,999,96,5,136,"Lap"
"3648","R1WYWY",2006-05-15,"RIN","WW","ter5",3,"f","n",384,93.3,226,999,999,95,5,135,"Lap"
"3660","R1WRBW",2006-05-13,"RIN","WW","ter5",2,"f","n",311,105.2,213,999,999,97,5,133,"Lap"
"3690","Y4RYYR",2003-05-19,"RIN","WW","ter5",2,"m","n",292,81.3,206,999,999,93,5,139,"Lap"
"3730","Y4WBYB",2003-05-19,"RIN","WW","ter5",3,"f","n",316,96.6,213,999,999,94,5,139,"Lap"
"3794","Y3BRWR",2003-05-16,"RIN","WW","ter5",3,"f","n",395,88.9,230,999,999,93,5,136,"Lap"
"4038","Y6WBWR",2004-05-13,"RIN","WW","ter5",3,"m","n",310,76.7,217,999,999,92,5,134,"Lap"
"4066","Y6BBBR",2004-05-19,"RIN","WW","ter5",3,"m","n",360,74,207,999,999,88,5,140,"Lap"
"4132","Y6RBWB",2004-05-17,"RIN","WW","ter5",3,"m","n",337,78.2,210,999,999,83,5,138,"Lap"
"4280","L8LYRR",2014-05-13,"RIN","WW","ter5",3,"m",NA,335,83.3,219,NA,NA,86,5,133,"Lap"
"4393","Y5WRYW",2004-05-13,"RIN","WW","tex9",4,"f","n",395,106.2,225,999,999,93,5,134,"Lap"
"4444","R3WYRB",2007-05-19,"RIN","WW","ter7",3,"m","n",405,81.1,215,999,999,90,5,139,"Lap"
"4446","R3WWBR",2007-05-15,"RIN","WW","ter7",2,"m","n",295,82.2,206,999,999,88,5,135,"Lap"
"4448","R3WYBR",2007-05-21,"RIN","WW","ter7",3,"m","n",310,79.5,220,999,999,88,5,141,"Lap"
"4537","R3RYYY",2007-05-23,"RIN","WW","ter7",2,"f","n",316,95.4,222,999,999,95,5,143,"Lap"
"4538","R3RBRB",2007-05-23,"RIN","WW","ter7",2,"m","n",262,76.5,210,999,999,91,5,143,"Lap"
"4546","R3RYWY",2007-05-24,"RIN","WW","ter7",3,"m","n",280,78.6,212,999,999,93,5,144,"Lap"
"4555","R3WBRB",2007-05-19,"RIN","WW","ter7",3,"m","n",353,73.7,213,999,999,89,5,139,"Lap"
"4556","R3WBRR",2007-05-19,"RIN","WW","ter7",3,"f","n",463,102.7,233,999,999,97,5,139,"Lap"
"4569","R3RBYB",2007-05-21,"RIN","WW","ter7",2,"f","n",328,96.7,217,999,999,99,5,141,"Lap"
"4578","R3RRRR",2007-05-21,"RIN","WW","ter7",3,"m","n",254,82.9,204,999,999,87,5,141,"Lap"
"4583","R3RRWW",2007-05-21,"RIN","WW","ter7",3,"m","n",300,79.3,220,999,999,90,5,141,"Lap"
"4588","R3RRBR",2007-05-21,"RIN","WW","ter7",2,"m","n",286,82.1,206,999,999,91,5,141,"Lap"
"4715","R3YYRR",2007-05-12,"RIN","WW","ter7",2,"m","n",293,83,216,999,999,91,5,132,"Lap"
"4736","R3YYRB",2007-05-12,"RIN","WW","ter7",3,"f","n",376,103.7,233,999,999,99,5,132,"Lap"
"4740","R3YYRY",2007-05-12,"RIN","WW","ter7",3,"m","n",298,69.9,211,999,999,87,5,132,"Lap"
"4808","R7WYBW",2009-08-21,"RIN","WW","ter6",4,"m","j",284,78.1,218,999,999,92,8,233,"Lap"
"4812","R7WYBB",2009-08-21,"RIN","WW","ter6",4,"m","j",245,77.7,215,999,999,90,8,233,"Lap"
"4826","R7WYRW",2009-08-21,"RIN","WW","ter6",4,"f","j",310,97,222,999,999,92,8,233,"Lap"
"4838","R4BRYR",2007-09-01,"RIN","WW","ter6",4,"f","n",284,98.4,224,999,999,99,9,244,"Lap"
"4842","R6WWWB",2010-08-28,"RIN","WW","ter6",2,"m","j",275,78,212,999,999,88,8,240,"Lap"
"4845","R6WWRR",2010-08-28,"RIN","WW","ter6",3,"m","j",255,83,206,999,999,87,8,240,"Lap"
"4846","R6WWRB",2010-08-28,"RIN","WW","ter6",2,"m","n",280,76.4,211,999,999,87,8,240,"Lap"
"4848","R6WWYR",2010-08-28,"RIN","WW","ter6",4,"f","j",365,95.4,232,999,999,96,8,240,"Lap"
"4849","R2BRBR",2007-09-01,"RIN","WW","ter6",4,"f","n",314,103.9,235,999,999,100,9,244,"Lap"
"4851","R6WBWB",2008-09-03,"RIN","WW","ter6",4,"o","j",276,84,225,999,999,90,9,247,"Lap"
"4852","R6WBWR",2008-09-03,"RIN","WW","ter6",4,"m","j",256,82.3,218,999,999,82,9,247,"Lap"
"4855","R6WBYB",2008-09-03,"RIN","WW","ter6",4,"m","j",240,80,212,999,999,89,9,247,"Lap"
"4860","R6WBRB",2008-09-03,"RIN","WW","ter6",4,"m","j",256,80.5,213,999,999,91,9,247,"Lap"
"4865","R6WRWB",2010-09-11,"RIN","WW","ter6",3,"m","j",305,77.8,222,999,999,91,9,254,"Lap"
"4881","R6WBRW",2008-09-04,"RIN","WW","ter6",4,"m","j",290,81.6,220,999,999,93,9,248,"Lap"
"4882","R2BRYR",2007-08-31,"RIN","WW","ter6",4,"m","j",276,82,215,999,999,88,8,243,"Lap"
"4887","R2BRRB",2007-08-31,"RIN","WW","ter6",4,"o","j",246,87,216,999,999,87,8,243,"Lap"
"4894","R7RRRR",2009-09-06,"RIN","WW","ter6",4,"m","j",276,80.4,216,999,999,88,9,249,"Lap"
"4896","R7RBYW",2009-09-06,"RIN","WW","ter6",4,"m","j",285,84.8,216,999,999,92,9,249,"Lap"
"4898","R7RRBB",2009-09-06,"RIN","WW","ter6",4,"f","j",310,99.7,221,999,999,95,9,249,"Lap"
"4900","R7RRBW",2009-09-06,"RIN","WW","ter6",4,"m","j",240,87.4,222,999,999,87,9,249,"Lap"
"4907","R7RRWR",2009-09-06,"RIN","WW","ter6",4,"f","n",355,87.1,222,999,999,94,9,249,"Lap"
"4909","R7RRWY",2009-09-06,"RIN","WW","ter6",4,"m","n",265,79.5,208,999,999,89,9,249,"Lap"
"4910","R7RRBY",2009-09-06,"RIN","WW","ter6",4,"m","n",306,85.9,214,999,999,94,9,249,"Lap"
"4922","R7RBRB",2009-10-04,"RIN","WW","ter6",4,NA,"n",NA,NA,NA,NA,NA,NA,10,277,"Lap"
"4923","R7RBRR",2009-10-04,"RIN","WW","ter6",4,NA,"j",NA,NA,NA,NA,NA,NA,10,277,"Lap"
"4924","R7RBRY",2009-10-04,"RIN","WW","ter6",4,NA,"j",NA,NA,NA,NA,NA,NA,10,277,"Lap"
"4930","R2WRRB",2007-08-31,"RIN","WW","ter6",4,"m","j",289,83.2,215,999,999,92,8,243,"Lap"
"4931","R2WRRR",2007-08-31,"RIN","WW","ter6",4,"f","j",344,101,999,999,999,98,8,243,"Lap"
"4932","R2WRRW",2007-10-02,"RIN","WW","ter6",4,"m","j",NA,NA,NA,999,999,999,10,275,"Lap"
"4934","R2WRYR",2007-08-31,"RIN","WW","ter6",4,"m","n",194,76.3,218,999,999,88,8,243,"Lap"
"4937","R2WRRY",2007-08-31,"RIN","WW","ter6",4,"f","j",285,88,212,999,999,91,8,243,"Lap"
"4939","R2WWBY",2007-08-31,"RIN","WW","ter6",4,"m","j",254,75.3,208,999,999,86,8,243,"Lap"
"4941","R7RRYW",2009-08-21,"RIN","WW","ter6",4,"m","n",337,77.5,222,999,999,91,8,233,"Lap"
"4944","R7RRYR",2009-08-22,"RIN","WW","ter6",4,"m","n",253,77.9,215,999,999,87,8,234,"Lap"
"4945","R7RRYY",2009-08-21,"RIN","WW","ter6",4,"m","j",270,83.4,205,999,999,87,8,233,"Lap"
"5004","R7WWYY",2009-05-17,"RIN","OW","ame1",3,"m",NA,325,73.5,212,999,999,88,5,137,"Lap"
"5169","R5RRRR",2010-05-10,"RIN","OW","ame1",3,"f","n",264,95.8,230,999,999,95,5,130,"Lap"
"5173","R5RRBR",2010-05-10,"RIN","OW","ame1",3,"f","n",248,96.6,230,999,999,91,5,130,"Lap"
"5191","R6BYRR",2009-05-12,"RIN","OW","ame1",3,"m",NA,257,83.6,213,999,999,93,5,132,"Lap"
"5226","R6BRBB",2009-05-13,"RIN","OW","ame1",3,"m",NA,220,77.8,206,999,999,90,5,133,"Lap"
"5249","R5RYWY",2009-05-09,"RIN","OW","ame2",3,"f",NA,303,90,225,999,999,91,5,129,"Lap"
"5315","R5RBBR",2009-05-09,"RIN","OW","ame2",3,"m",NA,307,77.4,222,999,999,89,5,129,"Lap"
"5519","R6YRYW",2008-05-19,"RIN","OW","ame3",3,"m","n",295,74.5,207,999,999,89,5,140,"Lap"
"5532","R6YRBY",2008-05-22,"RIN","OW","ame3",3,"m","n",355,75.7,223,999,999,91,5,143,"Lap"
"5592","R6YBRB",2008-05-23,"RIN","OW","ame3",3,"f","n",277,88.7,222,999,999,92,5,144,"Lap"
"5996","R8BYYB",2010-05-15,"RIN","OW","ame5",3,"m","n",298,76.4,222,999,999,85,5,135,"Lap"
"6016","R8RRRR",2010-05-13,"RIN","OW","ame5",3,"m","n",286,69.5,216,999,999,88,5,133,"Lap"
"6101","R8YBYB",2011-05-07,"RIN","WW","tx11",4,"f","n",268,92,218,999,999,90,5,127,"Lap"
"6250","L4YLRL",2011-05-10,"RIN","WW","tx11",4,"f","n",304,87.7,220,999,999,88,5,130,"Lap"
"21093","Y1YYBR",2001-08-20,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,232,"Lap"
"31000","Y1YYBW",2001-09-05,"OBS","WW","TEX",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,248,"Lap"
"41000","Y1YYBW",2001-09-06,"OBS","WW","TEX",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,249,"Lap"
"10101","Y1BWRR",2001-06-14,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,6,165,"Lap"
"30100","Y1YYRR",2002-04-24,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,4,114,"Lap"
"34100","Y1RRYR",2002-04-26,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,4,116,"Lap"
"35100","Y1YYRR",2002-04-26,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,4,116,"Lap"
"36100","Y1RRWR",2002-04-26,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,4,116,"Lap"
"43100","Y2RRYY",2002-05-18,"OBS","WW","BZ",NA,"9",NA,NA,NA,NA,NA,NA,NA,5,138,"Lap"
"51100","Y1RRYR",2002-08-03,"OBS","OW","SO",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,215,"Lap"
"6551","Y1YWRY",2003-02-06,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,2,37,"Lap"
"6614","Y1YWRY",2002-09-02,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,245,"Lap"
"7026","Y1RBWB",2002-10-02,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,10,275,"Lap"
"7136","Y1YWYR",2002-10-04,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,10,277,"Lap"
"7215","Y1RBWB",2002-10-04,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,10,277,"Lap"
"105100","Y1YWWW",2003-04-03,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,4,93,"Lap"
"10618","Y1RRYW",2003-04-03,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,4,93,"Lap"
"107100","Y1YWWY",2003-04-03,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,4,93,"Lap"
"10876","Y1RBWY",2003-04-03,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,4,93,"Lap"
"11055","Y1WYRW",2003-04-03,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,4,93,"Lap"
"11184","Y1YYRR",2003-04-27,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,4,117,"Lap"
"11327","Y1RBRY",2003-04-27,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,4,117,"Lap"
"17037","Y2BBRY",2003-05-24,"OBS","WW","TEX",NA,"9",NA,NA,NA,NA,NA,NA,NA,5,144,"Lap"
"222100","Y1YYRR",2003-05-25,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,145,"Lap"
"28210","Y1YYRR",2003-05-23,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,143,"Lap"
"30110","Y1YYRR",2003-05-15,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,5,135,"Lap"
"30910","Y1RBRY",2003-05-17,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,5,137,"Lap"
"31410","Y2BBRY",2003-05-16,"OBS","WW","TEX",NA,"F",NA,NA,NA,NA,NA,NA,NA,5,136,"Lap"
"32210","Y3YYBY",2003-08-31,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,243,"Lap"
"32410","Y4YRRB",2003-05-22,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,5,142,"Lap"
"35310","Y1YYRR",2003-05-23,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,5,143,"Lap"
"40210","Y3RYWY",2003-05-24,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,5,144,"Lap"
"52210","Y3RYWY",2003-05-28,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,5,148,"Lap"
"53010","Y4RYYR",2003-06-05,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,6,156,"Lap"
"53310","Y4RYYR",2003-06-06,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,6,157,"Lap"
"54010","Y4WBYB",2003-06-08,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,6,159,"Lap"
"54110","Y4WBYB",2003-06-09,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,6,160,"Lap"
"54410","Y4WBYB",2003-06-14,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,6,165,"Lap"
"54610","Y4RYYR",2003-06-14,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,6,165,"Lap"
"55010","Y3RYWY",2003-06-16,"OBS","WW","TEX",NA,"9",NA,NA,NA,NA,NA,NA,NA,6,167,"Lap"
"64010","Y3YRWR",2003-08-07,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,219,"Lap"
"64410","Y2YYRY",2003-08-08,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,220,"Lap"
"65110","Y2YYWY",2003-08-08,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,220,"Lap"
"65210","Y2YYRY",2003-08-08,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,220,"Lap"
"65410","Y1WYRY",2003-08-08,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,220,"Lap"
"67010","Y2YYWY",2003-08-09,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,221,"Lap"
"69210","Y1YWWY",2003-08-10,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,222,"Lap"
"73210","Y1WYRR",2003-07-30,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,7,211,"Lap"
"75210","Y2YYRW",2003-08-03,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,215,"Lap"
"7601","Y3YRRR",2003-08-03,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,215,"Lap"
"76110","Y2YYBW",2003-08-03,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,215,"Lap"
"7636","Y3YRWR",2003-08-03,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,215,"Lap"
"7663","Y3YRRR",2003-08-04,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,216,"Lap"
"7683","Y2YYRW",2003-08-04,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,216,"Lap"
"77310","Y3YRWR",2003-08-04,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,216,"Lap"
"77410","Y2YYRW",2003-08-04,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,216,"Lap"
"7903","Y3YRWR",2003-08-05,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,217,"Lap"
"79310","Y3YRWB",2003-08-06,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,218,"Lap"
"81010","Y2YYWY",2003-08-07,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,219,"Lap"
"83710","Y2YYWY",2003-08-08,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,220,"Lap"
"84910","Y3YRWR",2003-08-08,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,220,"Lap"
"85010","Y2YYRY",2003-08-08,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,220,"Lap"
"86710","Y2YYWY",2003-08-09,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,221,"Lap"
"88310","Y2YYWY",2003-08-10,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,222,"Lap"
"8843","Y1YWWY",2003-08-10,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,222,"Lap"
"91110","Y2YYBW",2003-08-11,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,223,"Lap"
"91210","Y2YYWY",2003-08-11,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,223,"Lap"
"92110","Y2YYBW",2003-08-12,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,224,"Lap"
"9345","Y2RRYY",2003-08-03,"OBS","WW","BZ",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,215,"Lap"
"9392","Y2BBRY",2003-08-12,"OBS","WW","TEX",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,224,"Lap"
"94910","Y1YWWY",2003-09-06,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,249,"Lap"
"95410","Y1RBWB",2003-09-07,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,9,250,"Lap"
"95610","Y4WBYB",2003-09-14,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,257,"Lap"
"95710","Y4WBYB",2003-09-14,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,257,"Lap"
"95910","Y3WRBB",2003-09-15,"OBS","WW","TEX",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,258,"Lap"
"9603","Y1YYRR",2003-10-02,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,10,275,"Lap"
"96110","Y2YYWY",2003-10-02,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,10,275,"Lap"
"96210","Y3YRWR",2003-10-02,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,10,275,"Lap"
"96310","Y1RBWB",2003-10-04,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,10,277,"Lap"
"9641","Y4WBYB",2003-10-04,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,10,277,"Lap"
"9653","Y1RBWB",2003-10-04,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,10,277,"Lap"
"96610","Y1RBWB",2003-10-05,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,10,278,"Lap"
"9677","Y2YWRY",2003-08-02,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,214,"Lap"
"9682","Y2YWRY",2003-08-03,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,215,"Lap"
"9695","Y2YWRY",2003-08-03,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,215,"Lap"
"97110","Y2YYBY",2003-08-04,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,216,"Lap"
"9723","Y2YWRY",2003-08-05,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,217,"Lap"
"9736","Y2YYWR",2003-08-05,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,217,"Lap"
"9752","Y2YWRY",2003-08-06,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,218,"Lap"
"97610","Y2YWRY",2003-08-11,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,223,"Lap"
"97910","Y1YYBW",2003-08-16,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,228,"Lap"
"9805","Y2YYWR",2003-08-16,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,228,"Lap"
"98110","Y2YWRY",2003-08-16,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,228,"Lap"
"98510","Y1BWRR",2003-09-04,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,247,"Lap"
"9875","Y2YYWY",2003-10-02,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,10,275,"Lap"
"9884","Y3YRWR",2003-10-07,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,10,280,"Lap"
"9891","Y1YWWY",2003-10-10,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,10,283,"Lap"
"99010","Y1RYRY",2003-10-06,"OBS","WW","TEX",NA,"9",NA,NA,NA,NA,NA,NA,NA,10,279,"Lap"
"99110","Y3WRBB",2003-10-06,"OBS","WW","TEX",NA,"9",NA,NA,NA,NA,NA,NA,NA,10,279,"Lap"
"99210","Y3WRBB",2003-10-07,"OBS","WW","TEX",NA,"9",NA,NA,NA,NA,NA,NA,NA,10,280,"Lap"
"9942","Y3YRWR",2003-09-23,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,266,"Lap"
"9954","Y2YYRR",2003-09-23,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,266,"Lap"
"99610","Y1BWRR",2002-04-22,"OBS","WW","GR",NA,"M",NA,NA,NA,NA,NA,NA,NA,4,112,"Lap"
"9971","Y1BWRR",2002-05-07,"OBS","WW","GR",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,127,"Lap"
"10006","Y1BWRR",2004-02-24,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,2,55,"Lap"
"100110","Y1WWBW",2004-02-24,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,2,55,"Lap"
"100210","Y1WYBW",2004-02-24,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,2,55,"Lap"
"100310","Y1YYBB",2004-02-24,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,2,55,"Lap"
"100410","Y1RBWB",2004-02-25,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,2,56,"Lap"
"100510","Y1YWWY",2004-02-25,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,2,56,"Lap"
"100610","Y1RBRY",2004-02-25,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,2,56,"Lap"
